content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
banyak perusahaan bodong,1,negatif,banyak perusahaan bodong,perusahaan bodong,"['perusahaan', 'bodong']",usaha bodong,negatif
"Saya berkali kali dapat kerjaan lewat Aplikasi ini, sesuai salary yang saya harapkan. Saya lulusan S1 dan masih kuliah S2, kursus beberapa bahasa Asing, kursus Pajak, Kursus Akuntansi, Kursus Networking, kursus komputer. Semua yang dibutuhkan perusahaan saya bisa. Terimakasih Jobstreet...Sukses selalu dan semoga TETAP JAYA UNTUK JOBSTREET...",5,positif,saya berkali kali dapat kerjaan lewat aplikasi ini sesuai salary yang saya harapkan saya lulusan s1 dan masih kuliah s2 kursus beberapa bahasa asing kursus pajak kursus akuntansi kursus networking kursus komputer semua yang dibutuhkan perusahaan saya bisa terimakasih jobstreetsukses selalu dan semoga tetap jaya untuk jobstreet,berkali kali kerjaan aplikasi sesuai salary harapkan lulusan s1 kuliah s2 kursus bahasa asing kursus pajak kursus akuntansi kursus networking kursus komputer dibutuhkan perusahaan terimakasih jobstreetsukses semoga jaya jobstreet,"['berkali', 'kali', 'kerjaan', 'aplikasi', 'sesuai', 'salary', 'harapkan', 'lulusan', 's1', 'kuliah', 's2', 'kursus', 'bahasa', 'asing', 'kursus', 'pajak', 'kursus', 'akuntansi', 'kursus', 'networking', 'kursus', 'komputer', 'dibutuhkan', 'perusahaan', 'terimakasih', 'jobstreetsukses', 'semoga', 'jaya', 'jobstreet']",kali kali kerja aplikasi sesuai salary harap lulus s1 kuliah s2 kursus bahasa asing kursus pajak kursus akuntansi kursus networking kursus komputer butuh usaha terimakasih jobstreetsukses moga jaya jobstreet,positif
Sangat membantu sekali & sangat relevan sekali terima kasih 🙏🏻🙏🏻,5,positif,sangat membantu sekali  sangat relevan sekali terima kasih ,membantu relevan terima kasih,"['membantu', 'relevan', 'terima', 'kasih']",bantu relevan terima kasih,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
"Lokernya sih emang banyak, tapi dari ratusan lamaran yg udh sya apply, ga ada satu pun yg respon dri pihak hrd nya. Tapi sya coba dri apk lain ternyata sya dapat panggilan, skrg sya sudah bekerja. Apakah ini apk sungguhan buat pencari kerja? Atau cuma mencari downloader apk saja??",1,negatif,lokernya sih emang banyak tapi dari ratusan lamaran yg udh sya apply ga ada satu pun yg respon dri pihak hrd nya tapi sya coba dri apk lain ternyata sya dapat panggilan skrg sya sudah bekerja apakah ini apk sungguhan buat pencari kerja atau cuma mencari downloader apk saja,lokernya sih emang ratusan lamaran yg udh sya apply ga yg respon dri hrd nya sya coba dri apk sya panggilan skrg sya apk sungguhan pencari kerja mencari downloader apk,"['lokernya', 'sih', 'emang', 'ratusan', 'lamaran', 'yg', 'udh', 'sya', 'apply', 'ga', 'yg', 'respon', 'dri', 'hrd', 'nya', 'sya', 'coba', 'dri', 'apk', 'sya', 'panggilan', 'skrg', 'sya', 'apk', 'sungguhan', 'pencari', 'kerja', 'mencari', 'downloader', 'apk']",lokernya sih emang ratus lamar yg udh sya apply ga yg respon dri hrd nya sya coba dri apk sya panggil skrg sya apk sungguh cari kerja cari downloader apk,negatif
Bagus sekali,5,positif,bagus sekali,bagus,['bagus'],bagus,positif
Ga bisa di buka aplikasinya....,1,negatif,ga bisa di buka aplikasinya,ga buka aplikasinya,"['ga', 'buka', 'aplikasinya']",ga buka aplikasi,negatif
BANYAK LOKER PENIPUAN MENGATASNAMAKAN PERUSAHAAN BESAR. SELEKSI LAH YANG BENAR DAN KETAT HAI JOBSTREET.. BANYAK PANGGILAN UJUNG2NYA TES DI RUKO.,1,negatif,banyak loker penipuan mengatasnamakan perusahaan besar seleksi lah yang benar dan ketat hai jobstreet banyak panggilan ujung2nya tes di ruko,loker penipuan mengatasnamakan perusahaan seleksi ketat hai jobstreet panggilan ujung2nya tes ruko,"['loker', 'penipuan', 'mengatasnamakan', 'perusahaan', 'seleksi', 'ketat', 'hai', 'jobstreet', 'panggilan', 'ujung2nya', 'tes', 'ruko']",loker tipu mengatasnamakan usaha seleksi ketat hai jobstreet panggil ujung2nya tes ruko,negatif
Not a al Qaeda,1,negatif,not a al qaeda,not a al qaeda,"['not', 'a', 'al', 'qaeda']",not a al qaeda,positif
No koment aza Dech,1,negatif,no koment aza dech,no koment aza dech,"['no', 'koment', 'aza', 'dech']",no koment aza dech,negatif
"Honestly, at first I was excited about this application But unfortunately, after many times, we actually get scammers from people who claim to be companies looking for workers I think this application is very unsafe, it does not protect the user. It's so easy for fraudsters to impersonate labor recruitment companies and manipulate prospective employees",1,negatif,honestly at first i was excited about this application but unfortunately after many times we actually get scammers from people who claim to be companies looking for workers i think this application is very unsafe it does not protect the user its so easy for fraudsters to impersonate labor recruitment companies and manipulate prospective employees,honestly at first i was excited about this application but unfortunately after many times we actually get scammers from people who claim to be companies looking for workers i think this application is very unsafe it does not protect the user its so easy for fraudsters to impersonate labor recruitment companies and manipulate prospective employees,"['honestly', 'at', 'first', 'i', 'was', 'excited', 'about', 'this', 'application', 'but', 'unfortunately', 'after', 'many', 'times', 'we', 'actually', 'get', 'scammers', 'from', 'people', 'who', 'claim', 'to', 'be', 'companies', 'looking', 'for', 'workers', 'i', 'think', 'this', 'application', 'is', 'very', 'unsafe', 'it', 'does', 'not', 'protect', 'the', 'user', 'its', 'so', 'easy', 'for', 'fraudsters', 'to', 'impersonate', 'labor', 'recruitment', 'companies', 'and', 'manipulate', 'prospective', 'employees']",honestly at first i was excited about this application but unfortunately after many times we actually get scammers from people who claim to be companies looking for workers i think this application is very unsafe it does not protect the user its so easy for fraudsters to impersonate labor recruitment companies and manipulate prospective employees,positif
Apk bagus dan bermanfaat untuk pencari kerja,4,positif,apk bagus dan bermanfaat untuk pencari kerja,apk bagus bermanfaat pencari kerja,"['apk', 'bagus', 'bermanfaat', 'pencari', 'kerja']",apk bagus manfaat cari kerja,positif
Mau ngasih bintang 1 karena membocorkan nomor WhatsApp saya ke nmr yang tidak dikenal(penipu). Penipu ini berkedok loker d egan iming2 gaji ga masuk akal,1,negatif,mau ngasih bintang 1 karena membocorkan nomor whatsapp saya ke nmr yang tidak dikenalpenipu penipu ini berkedok loker d egan iming2 gaji ga masuk akal,ngasih bintang 1 membocorkan nomor whatsapp nmr dikenalpenipu penipu berkedok loker d egan iming2 gaji ga masuk akal,"['ngasih', 'bintang', '1', 'membocorkan', 'nomor', 'whatsapp', 'nmr', 'dikenalpenipu', 'penipu', 'berkedok', 'loker', 'd', 'egan', 'iming2', 'gaji', 'ga', 'masuk', 'akal']",ngasih bintang 1 bocor nomor whatsapp nmr dikenalpenipu tipu kedok loker d egan iming2 gaji ga masuk akal,negatif
"Pengguna jobstreet sejak th 2019 banyak panggilan dari sini, sekarang kenapa jarang banget dipanggil buat interview. Dan kebanyakan perusahaan penipuan yang menawarkan kerja like sosmed artis² gitu dah 😾",1,negatif,pengguna jobstreet sejak th 2019 banyak panggilan dari sini sekarang kenapa jarang banget dipanggil buat interview dan kebanyakan perusahaan penipuan yang menawarkan kerja like sosmed artis gitu dah ,pengguna jobstreet th 2019 panggilan jarang banget dipanggil interview kebanyakan perusahaan penipuan menawarkan kerja like sosmed artis gitu dah,"['pengguna', 'jobstreet', 'th', '2019', 'panggilan', 'jarang', 'banget', 'dipanggil', 'interview', 'kebanyakan', 'perusahaan', 'penipuan', 'menawarkan', 'kerja', 'like', 'sosmed', 'artis', 'gitu', 'dah']",guna jobstreet th 2019 panggil jarang banget panggil interview banyak usaha tipu tawar kerja like sosmed artis gitu dah,negatif
Tolong tambahkan filter lama pengalama kerja,5,positif,tolong tambahkan filter lama pengalama kerja,tolong tambahkan filter pengalama kerja,"['tolong', 'tambahkan', 'filter', 'pengalama', 'kerja']",tolong tambah filter pengalama kerja,positif
"Bagus, tapi kok saya tidak dapat panggilan satu pun ya, padahal udh lamar banyak perusahaan, ditambah saya sudah masuk kualifikasi perusahaan, malah yg sering dapet email lowongan telah ditutup terus",5,positif,bagus tapi kok saya tidak dapat panggilan satu pun ya padahal udh lamar banyak perusahaan ditambah saya sudah masuk kualifikasi perusahaan malah yg sering dapet email lowongan telah ditutup terus,bagus panggilan ya udh lamar perusahaan ditambah masuk kualifikasi perusahaan yg dapet email lowongan ditutup,"['bagus', 'panggilan', 'ya', 'udh', 'lamar', 'perusahaan', 'ditambah', 'masuk', 'kualifikasi', 'perusahaan', 'yg', 'dapet', 'email', 'lowongan', 'ditutup']",bagus panggil ya udh lamar usaha tambah masuk kualifikasi usaha yg dapet email lowong tutup,negatif
Sangat membantu saya,5,positif,sangat membantu saya,membantu,['membantu'],bantu,positif
Saya sudah bekerja 5 thn sebagai driver,5,positif,saya sudah bekerja 5 thn sebagai driver,5 thn driver,"['5', 'thn', 'driver']",5 thn driver,positif
"Gara gara Aplikasi ini,data pribadi,nomr hp kesebar bnyk bnget perusahan bodong yg masuk.",1,negatif,gara gara aplikasi inidata pribadinomr hp kesebar bnyk bnget perusahan bodong yg masuk,gara gara aplikasi inidata pribadinomr hp kesebar bnyk bnget perusahan bodong yg masuk,"['gara', 'gara', 'aplikasi', 'inidata', 'pribadinomr', 'hp', 'kesebar', 'bnyk', 'bnget', 'perusahan', 'bodong', 'yg', 'masuk']",gara gara aplikasi inidata pribadinomr hp sebar bnyk bnget usah bodong yg masuk,negatif
aplikasi penipu,1,negatif,aplikasi penipu,aplikasi penipu,"['aplikasi', 'penipu']",aplikasi tipu,negatif
kebanyakan calo masa di mintain duit pas Dateng interview duit 10k juga di minta,1,negatif,kebanyakan calo masa di mintain duit pas dateng interview duit 10k juga di minta,kebanyakan calo mintain duit pas dateng interview duit 10k,"['kebanyakan', 'calo', 'mintain', 'duit', 'pas', 'dateng', 'interview', 'duit', '10k']",banyak calo mintain duit pas dateng interview duit 10k,negatif
nice 👏,5,positif,nice ,nice,['nice'],nice,positif
"banyak perusahaan bodong ada panggilan interview didaerah jakarta raya 3 perusahaan berbeda dengan 1 lokasi yang sama aneh, blum pernah ada yang pure resmi dri perusahaan dapet panggilan",4,positif,banyak perusahaan bodong ada panggilan interview didaerah jakarta raya 3 perusahaan berbeda dengan 1 lokasi yang sama aneh blum pernah ada yang pure resmi dri perusahaan dapet panggilan,perusahaan bodong panggilan interview didaerah jakarta raya 3 perusahaan berbeda 1 lokasi aneh blum pure resmi dri perusahaan dapet panggilan,"['perusahaan', 'bodong', 'panggilan', 'interview', 'didaerah', 'jakarta', 'raya', '3', 'perusahaan', 'berbeda', '1', 'lokasi', 'aneh', 'blum', 'pure', 'resmi', 'dri', 'perusahaan', 'dapet', 'panggilan']",usaha bodong panggil interview daerah jakarta raya 3 usaha beda 1 lokasi aneh blum pure resmi dri usaha dapet panggil,negatif
INOVATIF,5,positif,inovatif,inovatif,['inovatif'],inovatif,positif
Salam luckin News,1,negatif,salam luckin news,salam luckin news,"['salam', 'luckin', 'news']",salam luckin news,positif
Sangat membantu dalam mencari peluang2 kerja,5,positif,sangat membantu dalam mencari peluang2 kerja,membantu mencari peluang2 kerja,"['membantu', 'mencari', 'peluang2', 'kerja']",bantu cari peluang2 kerja,positif
"Tolong buatkan filter dihalaman applied agar viaa mengurutkan dari status yg terupdate. Trims, klo sudah saya beri bintang 5 hehe",4,positif,tolong buatkan filter dihalaman applied agar viaa mengurutkan dari status yg terupdate trims klo sudah saya beri bintang 5 hehe,tolong buatkan filter dihalaman applied viaa mengurutkan status yg terupdate trims klo bintang 5 hehe,"['tolong', 'buatkan', 'filter', 'dihalaman', 'applied', 'viaa', 'mengurutkan', 'status', 'yg', 'terupdate', 'trims', 'klo', 'bintang', '5', 'hehe']",tolong buat filter halaman applied viaa urut status yg terupdate trims klo bintang 5 hehe,positif
Mantap pp,5,positif,mantap pp,mantap pp,"['mantap', 'pp']",mantap pp,positif
"Sangat membantu, mantap 👍🏼👍🏼👍🏼",5,positif,sangat membantu mantap ,membantu mantap,"['membantu', 'mantap']",bantu mantap,positif
"Pengiklan Anonim di blok saja kebanyakan nipu kok bisa sekelas jobstreet menginklankan perusahaan yg kantor dan pt nya gak jelas, kasihyg banyak jadi korban coba lebih selektif lg menerima info loker yg untuk di sebar, jangan asal masukin info loker yg gak jelas",1,negatif,pengiklan anonim di blok saja kebanyakan nipu kok bisa sekelas jobstreet menginklankan perusahaan yg kantor dan pt nya gak jelas kasihyg banyak jadi korban coba lebih selektif lg menerima info loker yg untuk di sebar jangan asal masukin info loker yg gak jelas,pengiklan anonim blok kebanyakan nipu sekelas jobstreet menginklankan perusahaan yg kantor pt nya gak kasihyg korban coba selektif lg menerima info loker yg sebar masukin info loker yg gak,"['pengiklan', 'anonim', 'blok', 'kebanyakan', 'nipu', 'sekelas', 'jobstreet', 'menginklankan', 'perusahaan', 'yg', 'kantor', 'pt', 'nya', 'gak', 'kasihyg', 'korban', 'coba', 'selektif', 'lg', 'menerima', 'info', 'loker', 'yg', 'sebar', 'masukin', 'info', 'loker', 'yg', 'gak']",iklan anonim blok banyak nipu kelas jobstreet menginklankan usaha yg kantor pt nya gak kasihyg korban coba selektif lg terima info loker yg sebar masukin info loker yg gak,negatif
periksa lagi PT nyaa yang terdaftar.. semua panggilan interview via WA isi nyaa PT bodong semua.. dateng² disuruh bayar untuk kerjaa.. Interview nyaa di ruko.. periksa lagi dahh PT yang yang merekrut pekerjaan.. di Tiktok pun bangak yang mengeluh soal panggilan interview dari jobstreet.. ini Aplikasi harapan para pencari pekerja lohh.. gitu ajaa sihh,1,negatif,periksa lagi pt nyaa yang terdaftar semua panggilan interview via wa isi nyaa pt bodong semua dateng disuruh bayar untuk kerjaa interview nyaa di ruko periksa lagi dahh pt yang yang merekrut pekerjaan di tiktok pun bangak yang mengeluh soal panggilan interview dari jobstreet ini aplikasi harapan para pencari pekerja lohh gitu ajaa sihh,periksa pt nyaa terdaftar panggilan interview via wa isi nyaa pt bodong dateng disuruh bayar kerjaa interview nyaa ruko periksa dahh pt merekrut pekerjaan tiktok bangak mengeluh panggilan interview jobstreet aplikasi harapan pencari pekerja lohh gitu ajaa sihh,"['periksa', 'pt', 'nyaa', 'terdaftar', 'panggilan', 'interview', 'via', 'wa', 'isi', 'nyaa', 'pt', 'bodong', 'dateng', 'disuruh', 'bayar', 'kerjaa', 'interview', 'nyaa', 'ruko', 'periksa', 'dahh', 'pt', 'merekrut', 'pekerjaan', 'tiktok', 'bangak', 'mengeluh', 'panggilan', 'interview', 'jobstreet', 'aplikasi', 'harapan', 'pencari', 'pekerja', 'lohh', 'gitu', 'ajaa', 'sihh']",periksa pt nyaa daftar panggil interview via wa isi nyaa pt bodong dateng suruh bayar kerjaa interview nyaa ruko periksa dahh pt rekrut kerja tiktok bangak keluh panggil interview jobstreet aplikasi harap cari kerja lohh gitu ajaa sihh,negatif
"Tolong di perhatikan lagi,banyak perusahaan penipuan ,di cari nama PT nya dan alamat nya tidak ada di google ,bahkan ada yang bikin website dari salah satu orang bahwa PT dan alamat tersebut penipuan,biar tidak ada lagi yang kena Korban tipu dari perusahaan tersebut!",1,negatif,tolong di perhatikan lagibanyak perusahaan penipuan di cari nama pt nya dan alamat nya tidak ada di google bahkan ada yang bikin website dari salah satu orang bahwa pt dan alamat tersebut penipuanbiar tidak ada lagi yang kena korban tipu dari perusahaan tersebut,tolong perhatikan lagibanyak perusahaan penipuan cari nama pt nya alamat nya google bikin website salah orang pt alamat penipuanbiar kena korban tipu perusahaan,"['tolong', 'perhatikan', 'lagibanyak', 'perusahaan', 'penipuan', 'cari', 'nama', 'pt', 'nya', 'alamat', 'nya', 'google', 'bikin', 'website', 'salah', 'orang', 'pt', 'alamat', 'penipuanbiar', 'kena', 'korban', 'tipu', 'perusahaan']",tolong perhati lagibanyak usaha tipu cari nama pt nya alamat nya google bikin website salah orang pt alamat penipuanbiar kena korban tipu usaha,negatif
Jobstreet for jobless,5,positif,jobstreet for jobless,jobstreet for jobless,"['jobstreet', 'for', 'jobless']",jobstreet for jobless,positif
"Mantap jobstreet semoga membantu untuk mencari kerja perusahaan yang baru, Semoga di lancarkan mencari kerja di jobstreet amin",5,positif,mantap jobstreet semoga membantu untuk mencari kerja perusahaan yang baru semoga di lancarkan mencari kerja di jobstreet amin,mantap jobstreet semoga membantu mencari kerja perusahaan semoga lancarkan mencari kerja jobstreet amin,"['mantap', 'jobstreet', 'semoga', 'membantu', 'mencari', 'kerja', 'perusahaan', 'semoga', 'lancarkan', 'mencari', 'kerja', 'jobstreet', 'amin']",mantap jobstreet moga bantu cari kerja usaha moga lancar cari kerja jobstreet amin,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Pt pt padu tidur cok gapernah di liat lamaran pun,1,negatif,pt pt padu tidur cok gapernah di liat lamaran pun,pt pt padu tidur cok gapernah liat lamaran,"['pt', 'pt', 'padu', 'tidur', 'cok', 'gapernah', 'liat', 'lamaran']",pt pt padu tidur cok gapernah liat lamar,negatif
