content,score,Label
"Aplikasi loker bangke,puluhan kirim lamaran,1 perusahaan pun nggak ada yg respon,hati2 gaes jng sampai data kalian dicuri",1,negatif
"Visi dan Misi sebuah perusahaan didirikan adalah bertujuan : 1.Mengembangkan perusahaan sampai tiada batas dengan kerja keras di seluruh bahagian merupakan satu management terpadu. 2.Pencapaian didukung hasil maksimal dari laba hasil kerja perusahaan tampa bergantung dari pinjaman/kredit bank. 3.Didukung SDM yang trampil dan profesional. 4.Motto perusahaan yang mengharamkan KKN, Nepotisme, korupsi.",5,positif
"Saya sudah download jobstreet, namun tidak ada seekmax. Seekmax di bagian mana ya ?",1,negatif
𝙹𝙾𝙱𝚂𝚃𝚁𝙴𝙴𝚃 𝚃𝙾𝙿,5,positif
Jadi banyak loker hoaxxxxx,1,negatif
Aplikasi yg sangat buruk jgn di download atau nyesal nanti banyak kali gitu yg gak masuk akal..,1,negatif
"Tidak bisa login, lebih nyaman sebelum pembaharuan, selalu eror login nya sekarang",1,negatif
"TIDAK REKOMENDASI UNTUK PENCARIAN PEKERJAAN DI JOBSTREET, BANYAK PENIPUAN NYA 👎👎👎",1,negatif
Tiap bangun tidur buka-buka JobStreet nyoba ngelamar ke sono ke sini eh malah kagak dapet,1,negatif
Kenapa dah aplikasi ini setelah login dapat ada orang tidak di kenal seenak nya login ke FB ku ?,1,negatif
Like,5,positif
"Semoga aplikasi ini membantu dlm mendapat pekerjaan, Terimakasih",4,positif
Bermanfaat,4,positif
Lumayan bagus,5,positif
Good lah..,5,positif
"Tidak bisa di perbarui, kenapa ?",5,positif
Sebagai Team leader,5,positif
"Lebih suka aplikasi yang sebelumnya, sekarang nomer telepon banyak di akses sama penipu. Tujuan cari kerja yang sulit sekali pakai aplikasi, malah dapatnya penipu yang ingin cari uang dari pencari kerja.",1,negatif
"Terbaik, dengan aplikasi ini saya sudah mendapatkan pekerjaan walaupun penempatan diluar daerah tapi saya menikmati pekerjaan saya",5,positif
Kebanyakan loker lama yg di post ulang jadi setiap minggu nya gak ada yg berubah cuma itu itu aja loker nya,1,negatif
ok,5,positif
"Gara"" aplikasi ini jadi banyak w.a masuk interview hoax,. Pas di cek di google nama PT nya ga ada, map nya cuma nunjukin area bukan nama gedung nya.",1,negatif
Kok aplikasi saya gak bisa di buka ya pending terus,1,negatif
Gak bisa filter lowongan kerja berdasarkan usia,1,negatif
baik,5,positif
Terimaksih jobstreet selalu cepat dalam informasi lowongan kerja dan hasil yg di peroleh,5,positif
Sangat bagus,5,positif
"Terima kasih banyak Jobstreet. Alhamdulillah sampai saat ini saya masih bekerja di perusahaan yg saya lamar melalui Jobstreet. Bahkan saya bisa naik jabatan. Oh ya.. Utk teman2 selalu melakukan update profile, melakukan refresh utk performanya. Menambahkan keahlian, kemampuan, dan pengalaman sesuai dgn performanya masing2. Untuk Jobstreet Terima kasih sudah menjadi wadah dan penghubung antara perusahaan dan pencari kerja. Semoga Berkah. Aamiin.",5,positif
"Thanks, banyak membantu spane time untuk pencari kerja. Joss, semoga makin jaya.",5,positif
Sangat membantu walauoun sampai dengan saat ini selalu mendapat pesan lamarannya sudah kadaluarsa,5,positif
aplikasi sangat membantu mencari pekerjaan dengn penglman yg sesui trimaksh jobstreet,5,positif
SKIP! BANYAK LOKER PALSU,1,negatif
Lokernya menarik dan terpercaya,5,positif
"Aplikasi penipuan inii ,lowongan kerja hoax merugikan pihak yang sedang mencari pekerjaan tolong untuk di perbaiki jangan asal menerima Perushaan bodong ,aplikasi ga baguss bngt masih ada aja perusahaan yang bodong penipuan sukaa mintain duitt ke orang yang melamar nominal nya ckup besar mohon di tindak lanjuti yang perusahan bodong penipuan itu .",1,negatif
Isinya penipuan,1,negatif
"Aplikasi pencarian menurut daerahnya malah acak-acakkan sangat tidak akurat, terus juga banyak loket yang sudah di tutup",1,negatif
"G jlas dan g teratur dcari krjaan peternakan yg muncul lowongan,tukang cukur, house keeping dan lain2 g tratur",1,negatif
Data bes kok bisa bocor,1,negatif
"Kenapa setelah update, saya menjadi tidak bisa login via apk? tapi via website tidak ada masalah.",1,negatif
Terima kasih...,5,positif
Sangat membantu sekali,5,positif
"Jobstreet maaf banget nih ya saya kasih rating segini, tolong min kalo ngasih konfirmasi ke perusahaan jangan ngadi ngadi, banyak banget sekarang yang bodongnya and interview di ruko ada yang perusahaannya dibandung aja tapi ini di aplikasi ada yang cabngnya di jakarta",2,negatif
"Saya tidak bisa login di aplikasi jobstreet nya,, mohon bantuan nya kak...",4,positif
Kenapa jobstreet sekarang kurang bagus.. Masih bagus yg format lama...,1,negatif
Apk bagus,5,positif
Banyak kadaluarsa nya lowongan kerja,1,negatif
"Upload cvnya bikin emosi gk bs2,apus akun gw suu",1,negatif
great,5,positif
Cepat dan akurat,5,positif
"Entah aplikasi yang error atau gmna, cuma pas saya search job dengan lokasi Kota semarang tidak muncul sama sekali",1,negatif
👍👍👍,5,positif
Cukup bgt bantu. Satu kata mksh ya jobstreet. Berkat jobstreet saya cepat kerja. Dan dapat posisi yg baik.,5,positif
Operator produksi dan merawat mesin produksi,5,positif
Tidak pernah pakai aplikasi ini,5,positif
Membantu. Gratis ya. Lbh baik kedepannya. Dan memudahkan lg. Thank u,5,positif
Banyak penipuan,1,negatif
Good Job,5,positif
Aplikasi payah....!!!!! susah login ga sprti sebelum di up date,1,negatif
error mulu,1,negatif
"Aplikasi tidak berguna, semua loker expired. Jangan di download!",1,negatif
tolong di filter lagi bagi perusahaan yang membuka lowongan. saya udah dapet lebih dari 3x lowongan penipuan. thanks,2,negatif
Saya mendapatkan pekerjaan lewat apk ini dan real. Thank jobstreet.,5,positif
Lumayan,2,negatif
Aplikasi nge bug mulu kntl. Bikin kesel orang lagi cari kerja aja.,2,negatif
"Sudah lebih dari 2 tahun saya mencoba melamar pekerjaan pakai aplikasi ini, dan sudah ratusan kali saya apply, tapi tidak ada satupun yang berhasil, jangankan panggilan kerja, panggilan interview pun tidak ada satupun",1,negatif
Banyak penipu,1,negatif
mantap,5,positif
"pernah kerja di garmen selama 11 th lebih,semoga disini saya diterima di bagian operator cutting🙏apa saja",5,positif
"Hei developer setelah update kenapa saya tidak bisa login kedalam aplikasi jobstreet selalu loading tidak seperti pada saat sebelum update mohon maaf tapi jika seperti ini terus saya akan uninstal ,Saya sudah mengirim problem saya lewat email tapi tidak ada tanggapan saya kecewa padahal dulu jobstreet merupakan aplikasi yg bagus untuk mencari pekerjaan tetapi sekarang kacau tidak bisa login akun",1,negatif
Sudah sekian banyak lamaran yg dikirim belum ada juga panggilan masuk,1,negatif
Di sini lowongan yang di share adalah perusahaan yang benefit. Cuman dari sini baru satu yang dipanggil,5,positif
Mau tanya dah buat yang sekarang/baru baru ini pernah dapet kerja gak lewat apk ini? Kok saya yang ada penipu mulu yang hubungin ya terus belum pernah juga dapet dari sini dahhhh,1,negatif
Udah ratusan kali melamar..tp sampai saat ini belum ada yang tembus hanya sebatas di lihat oleh perusahaan lalu tidak di lanjutkan dan berakhir begitu saja atau kadaluarsa..masih belum ada rejekinya sampai sekarang,2,negatif
ADA YG TAU CALL SENTER JOBSTREET GA?? TOLONG YA?!! NOMOR WA GA AMAN BANGET JADI BANYAK YG NAWARIN KERJA VIA WA NGATASNAMAIN JOBSTREET. INI GIMANA SOLUSI NYA YANG KATANYA APLIKASINYA AMAN?!!,1,negatif
"Sekarang susah cari kerjaan di aplikasi ini, kalau dulu cepet banget dapet kerja. Sudah hampir 2 tahun gag dapat, padahal dulu mudah sekali. Bahkan yang aneh status "" dilamar"" tapi belum dilihat oleh perusahaan sampai berubah statusnya menjadi "" berakhir"" seperti main main saja atau memang dari aplikasi jobstreetnya yah.",1,negatif
"Kenapa cara nya.. Agak ribet untuk aplikasi nya, lamaran harus di apploat",5,positif
Lebih suka yang ekspress sii lebih bagus jugaa biar ga ngatur ngatur lagii tinggal lamarr,1,negatif
Good,5,positif
"Banyak loker penipuan sialannn, tolong diseleksi dulu kalau ada yang mau rekrutmen",1,negatif
Tidak bisa buka detail loker,1,negatif
Login nya susah lamar jya susah juga,1,negatif
"loker nya hoax 99% nipu belum kerja udh dimintain duit uang admin kata nya,gk tangung tangung lg 1,600 ruko bekasi ruko gren gaden ruko pesing blm yg lain nya ini,minta nya setengah maksa",1,negatif
"MIN TOLONG KELOLA LOKERNYA DONG MASA BNYAK LOKER PENIPUAN DI SESATIN KE RUKO ,CONTOH LOKERNYA PT KARUNIA MEGAH SEJAHTERA ITU KASIHAN GARA GARA JOBSTREET SURUH INTERVIEW KE RUKO BYAR 475.000 DI THAN HARUS DP DULU",1,negatif
Buseettttt.. kacau nih app,1,negatif
Sangat membantu bagi para pencari kerja ga harus muter-muter cari kerjaan ngabisin ongkos dan waktu.,5,positif
Filter daerah nya ga berguna,1,negatif
Kurang lokernya,4,positif
"Aplikasinya bagus & lengkap, pernah dapat kerjaan dr sini juga. Tapi lebih suka tampilan yg lama dulu sebelum diperbaharui, lebih cepat & bisa ngintip jumlah pelamar. Aplikasi yg baru juga tidak bisa melihat profil perusahaan & lowongan kerja apa saja yg diberikan perusahaan. Aplikasi yg terbaru malah sering error, padahal koneksi internet bagus. Satu lagi, semenjak memasukkan lamaran di jobstreet, kenapa jadi banyak telpon & WA masuk dr penipu ya?",2,negatif
Good,5,positif
gk bisa login,1,negatif
Udh 5 bln applay cv g ad yg dipanggil...nih aplikasu bnran apa bohongan,1,negatif
"Filter Search Job nya tolong diperbaiki, sangat tidak relevan dengan apa yang dicari!",1,negatif
bagus aplikasi ini sangat membantu untuk mencari pekerjaan,5,positif
Good,5,positif
PT sampah semua isi nya yg iseng-iseng cari karyawam murah,1,negatif
Banyak Loker Bodong Panggilan Kerja palssu,2,negatif
Bagus jadi banyak tahu tentang lowongan pekerjaan,5,positif
Tidak bisa login pake email yg lama,1,negatif
"Aplikasi gajelas,dalam perbaikan mulu",1,negatif
"Sangat membantu, thanks jobstreet",5,positif
Lamar di jobstreet seperti lamar di linkedin wkwkwk. Susah bgt dpt panggilan kerja drisini. Status juga tidak ada progressnya sudah smpe mana. Apk tidak rekomended buat para pencari kerja.,2,negatif
kalo gak tutup kada luarsa,1,negatif
Saya kasi bintang 5 buat anda yg punya kreatifitas membuat aplikasi ini.. Masi baru donlud..semoga berhasil mendapatkan pekerjaan lewat aplikasi ini,5,positif
"Leader qc,chip qc,leader qc inline",5,positif
Udah 2 tahun ngirim² lamaran mungkin hampir 100 apply gak ada yg nyangkut satupun 😂,1,negatif
"Kenapa tidak dapat instal ya, tertulis aplikasi tidak dapat di instal, gemana ya min?",2,negatif
Mantap lah,5,positif
"Para pencari kerja yang terhormat. Ini aplikasi penyedia lowongan kerja. Bila memang menemui lowongan kerja penipuan/bermasalah cukup buat laporan pada aplikasi. Bila lamaran anda belum ada panggilan, jangan patah semangat & tetap lamar sana sini. Peluang memang kecil, tapi kalo sudah rezekimu ya tidak akan tertukar. Cukup sekian kata-kata hari ini, memang ulasan berkedok tausiyah.",5,positif
"Aplikasinya bagus, hanya sering error dan lama proses penangannya, tolong lebih di percepat lagi maintenance nya Sampai saat ini masih blm bisa dibuka aplikasinya, Sudah diperbaiki,",4,positif
Ga jelas banget appnya. Login ga bisa2 mulu euy mending buka pake web dah. Sorry gw delete lagi. App ga guna,1,negatif
Nice,5,positif
"Saya pengalaman dari PT Dewasutratex, PT Ramaputratex,PT warna indah samajaya, PT Ramatex, PT DJatatex, PTHeksatex Indah, PT Budi agung sentosa. Selama kerja saya di bagian Dyeing /Finishing.",5,positif
Smga bisa membantu,5,positif
Aplikasi loker penipu,1,negatif
Ko gbisa di instal ya pdhal udh download?,4,positif
"aplikasinya bagus, simple & mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linked*n.",5,positif
"Saya lebih suka jobstreet yang dulu daripada sekarang, karena versi sekarang terlalu gamblang jika CV sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan, menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada. Semoga bisa diubah kembali thanks",1,negatif
"demi apapun ini APK GA BERGUNA, SPAM EMAIL doang",1,negatif
"Loker sampah semua isinya, tidak jelas..yg menipu pun ada, gila gak tu.",1,negatif
Good ..banyak panggilan wawancara,5,positif
Kebanyakan iklan dengan minta di update 5 hari sekali parah,1,negatif
Bermanfaat buat jobseeker,5,positif
Udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ??,4,positif
"semoga saya dan semua pihak mendukung, akan meraih kesuksesan selalu amin yarobbi......",5,positif
"Saran aja nih buat admin Jobstreet, untuk perusahaan yang tidak terdaftar di Departemen Tenaga Kerja (Depnaker) mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat WA bukan menelpon secara langsung, dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama PT nya pun hanya ditempel di pintu kaca nya",2,negatif
goodds,5,positif
"Masih banyak loker palsu yang dicantumkan an. Anonim.. dan itu sangat merugikan pihak pencari kerja.. mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan. Ciri cirinya bisa direkrut yg hanya memiliki ktp saja, atau miniaml ijazah SMA dan usia max 45 tahun.. itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan.. terimakasih",5,positif
Apk sampah kebanyakan loker nipu.,1,negatif
oke,5,positif
"KALIAN JANGAN DOWNLOAD APK INI SIH,BANYAK BANGET LOKER PENIPUANNYA😭😭CARI YANG PASTI"" AJA KEK APK SEBELAH,HATI HATI BANYAK LOKER PENIPUANNYA,sad banget saya sudah jadi korbannya,gak bermaksud menjelek""an apk ini Tapi ini yang saya alamin sendiri,semoga gk ada korban lagi",1,negatif
Sdh di filter. Sudah lamar pekerjaan. Mau kembali malah ilang filternya.,1,negatif
Dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,1,negatif
"Cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan PT atau perusahaan nya yg tidak jelas saya tidak mau kena tipu, TOLONG untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah?!?!!",1,negatif
Keren,5,positif
Aplikasinya bagus untuk memcari pekerjaan,5,positif
"Aplikasi terpercaya,mudah dipahami dan sangat membantu",5,positif
Ok,4,positif
Bagus ...,5,positif
"Kekurangannya ga bisa filter progress lamaran kerja. Jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum. Saran saya dibuatkan filter untuk per progress (sudah dilihat, tidak dilanjutkan/lanjut nya)",5,positif
Sangat membantu,5,positif
Bagusan apl yg lama cuy,4,positif
"Developer yang terhormat, Sejak di update dan uninstal aplikasi. Kemudian setelah instal kembali, saya tidak bisa login ke akun jobstreet, padahal jaringan internet saya stabil. Tapi kenapa loading terus ketika mau login. Tolong bantu saya login...",4,positif
Perfect,5,positif
Kenapa selalu stuck di registrasi ya? Setiap masukin email sama pw ngestuck disitu ga bisa masuk ke apknya :(,1,negatif
Mantap,5,positif
"Yg kasih rating bagus bintang 5 itu hoak. Dgn kenyataan nya sy. Sudah senang "" di panggilan tes/interview tidak sesuai alamat PT nyatanya alamat kantornya ruko. Orang susah payah jauh jauh nekat sakin senang di panggil. Ujung"" UUD.",1,negatif
Memberikan info lowongan kerja yang sangat baik dengan adanya feedback sampai tahapan interview dan bisa diterima kerja.,5,positif
"Hati hati untuk pengguna aplikasi ini jgn di unduh. Tidak benar. Hoak. Alamat dan tujuan tidak sesuai . Banyak oknum"" yg tidak benar. Orang niat kerja uang duluan . Mending bener mah . Jgn lah mengunduh apk ini",1,negatif
"Aplikaisnya bagus, mudah juga cara penggunaanya tapi sudah banyak banget yang saya lamar satu pun belum pernah ada panggilan, semoga segra dapet panggilan kerja",4,positif
"Pembaharuan APK malah tidak ada keterangan apapun tentang perusahaan yg dilamar,seharuanya lebih di tingkatkan contoh lamaran di proses lebih lanjut atau tidak,sehingga si pelamar tidak terlalu berharap.",4,positif
Rekom banget,5,positif
"Keamanankurang nomer pribadi tersebar kemana""",1,negatif
"Titip doa admin, supaya saya Mendapatkan pekerjaan yg luar biasa & Gaji di atas rata""..Amin🙏🙏",5,positif
Nice,5,positif
Aplikasi yang sangat bermanfaat membantu memudahkan mencari pekerjaan,5,positif
"Saya lebih suka jobstreet versi sebelumnya, dimana bila kita masukin lamaran di suatu perusahaan, dan si rekruter tertarik dgn profil kita, lalu tertera keterangan jika profil sudah dilihat ke x1, x2 dst. Itu tanda kita bisa saja akan di hubungi oleh si rekruter. Atau si rektuter tidak cocok dgn profil kita. Daripada yg versi sekarang cuman keterangan sudah dilihat aja, ga ada keterangan di lihat xxx. Nah ini kekurangan versi sekrang menurut saya. Mungkin versi berikut fitur ini dimasukin lagi",4,positif
Lumayan,5,positif
Membantu mencari kerja,5,positif
Waktu nya kerja,5,positif
