content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
Tidak pernah ada realisasi dan panggilan,realisasi panggil,negatif,negatif,negatif,negatif,negatif
"Alhamdulillah selalu interview user terus disini. Tapi,ada yang gak interview.",alhamdulillah interview user tapiada gak interview,positif,positif,negatif,positif,negatif
"info loker kurang update, tiap apply ke perusahan dapet jawaban dari email sudah ditutup. :)",info loker update apply usah dapet email tutup,positif,negatif,negatif,negatif,negatif
Banyak info lowongan kerja dan mudah diakses,info lowong kerja mudah akses,positif,positif,positif,positif,positif
"kecewa sih baru daftar loker sudah situtup,ini loker beneran ngak ini.",kecewa sih daftar loker situtupini loker beneran ngak,negatif,negatif,negatif,negatif,negatif
Bagus,bagus,positif,positif,positif,positif,positif
"cuma sekedar nampilin loker doang, udah banyak apply tapi gak ada progres sampe ber minggu² padahal loker udah di posting hampir setengah bulan",dar nampilin loker doang udah apply gak progres sampe ber minggu loker udah posting,negatif,negatif,negatif,negatif,negatif
"Banyak perusahaan pialang loker hoax , perusahaan asli malah ngga ada panggilan Tolong dong blokir tuh perusahaan pialang/loker hoax",usaha pialang loker hoax usaha asli ngga panggil tolong blokir tuh usaha pialangloker hoax,positif,negatif,negatif,negatif,negatif
"Ini kenapa saya jadi gak bisa login selama seminggu ini? Padahal saya butuh banget buat cari kerja dan akun saya masih aktif kok saya masih suka cari loker minggu² kemarin. Sekarang aja jadi bermasalah gini padahal terakhir baru perbarui CV . Kirain saya lupa password tau nya emg dari sananya susah login. Tolong dong jgn buat saya susah login ke akun saya sendiri, genting ini",gak login minggu butuh banget cari kerja akun aktif suka cari loker minggu kemarin aja masalah gin baru cv kirain lupa password tau nya emg sana susah login tolong jgn susah login akun genting,negatif,negatif,negatif,negatif,negatif
Terus tingkatkankeakuratan yg lebih,tingkatkankeakuratan yg,positif,positif,negatif,positif,positif
Data pribadi jadi bocor,data pribadi bocor,negatif,negatif,negatif,negatif,negatif
Berpengalam sebagai Sales Engineer dan terbiasa melakukan identifikasi kebutuhan Customer di lapangan dan melakukan penawaran B2B langsung pada Customer.,alam sales engineer biasa identifikasi butuh customer lapang tawar b2b langsung customer,positif,positif,positif,positif,positif
"respon perusahaan lama, udah gitu data base seperti nomor wa itu pasti jebol. berkali² dapet tawaran kerja online, dan bilangnya dapet data nya dari jobstreet. mending ga usah pake apk ini deh, cari apk jobseeker yang lain aja ya temen².",respon usaha udah gitu data base nomor wa jebol kali dapet tawar kerja online bilang dapet data nya jobstreet mending ga pake apk deh cari apk jobseeker aja ya temen,negatif,negatif,negatif,negatif,negatif
Terimaksih sudah membantu dengan Baik,terimaksih bantu,positif,positif,positif,positif,positif
"aplikasi nya sih bagus,cuma kalau bisa lowongan kerja yg sudah kadaluarsa tidak di posting kan lagi,kalau bisa cuma yang terbaru aja.trima kasih",aplikasi nya sih baguscuma lowong kerja yg kadaluarsa posting lagikalau baru ajatrima kasih,positif,negatif,negatif,positif,negatif
PT. Tunas Mobilindo Praksa ( Marketing ) PT. Mandiri Tunas Finance ( Head SPV Ar) PT. Mayora Garut ( sales TO ) PT KB Finansia ( Head Col ),pt tunas mobilindo praksa marketing pt mandiri tunas finance head spv ar pt mayora garut sales to pt kb finansia head col,positif,positif,positif,positif,positif
"Uda nunggu tahunan ga di panggil panggil, bukannya mempermudah malah mempersulit pencari kerja",uda nunggu tahun ga panggil panggil mudah sulit cari kerja,negatif,negatif,negatif,negatif,negatif
Senior mechanic heavy duty,senior mechanic heavy duty,positif,positif,positif,positif,positif
Siip,siip,positif,positif,positif,positif,positif
Selalu memposting lowongan kerja baru,memposting lowong kerja,positif,positif,positif,positif,positif
"aplikasinya udah bagus tapi lowongan2nya dusta semua, gak pernah di panggil wawancara dari dulu, pemenang mh ttep org dalem yg bisa kerja",aplikasi udah bagus lowongan2nya dusta gak panggil wawancara menang mh ttep org dalem yg kerja,positif,positif,negatif,positif,negatif
LOKER FAKE,loker fake,negatif,negatif,negatif,negatif,negatif
Ok,ok,positif,positif,positif,positif,positif
many fake job vacancies?,many fake job vacancies,negatif,negatif,negatif,negatif,negatif
"Saya pake apk ini. Ga da guna, panggilan ga da, penipuan loker banyak udh 3 bulan nganggur",pake apk ga da panggil ga da tipu loker udh 3 nganggur,negatif,negatif,negatif,negatif,negatif
"Tolong di perbaiki lagi sistem nya, terutama lowongan yang sekiranya penipuan. Sangat banyak sekali, makanya bagi yg cari kerja jangan tergiur dengan gaji tinggi yg ditulis di jobstreet. Selain itu, jika ada panggilan interview lewat wa/email. Mohon dilihat dulu tempatnya, coba search lewat google atau fb. Jika sekiranya mencurigakan jangan datang. Apalagi jika di interview nya diminta uang terlebih dahulu.",tolong baik sistem nya lowong tipu yg cari kerja giur gaji yg tulis jobstreet panggil interview waemail mohon tempat coba search google fb curiga interview nya uang,negatif,negatif,negatif,negatif,negatif
"Ini maksudnya gimana, saya mau nyoba daftar kaga bisa suruh masuk ke akun jobstreet dulu. Udah masuk ke akun jobstreet tapi bagian profil kaga ada suruh masuk ke akun lagi. Tiap kali mau masuk selalu di arahin ke google crome. Sangat kecewa sama ini aplikasi",maksud gimana nyoba daftar kaga suruh masuk akun jobstreet udah masuk akun jobstreet profil kaga suruh masuk akun kali masuk arahin google crome kecewa aplikasi,negatif,negatif,negatif,negatif,negatif
Karna hp sya pernah ada problem saya uninstal apk jobstreet dan stelah saya instal ulang kenapa pas bgian mau daftar atau login selalu loading,karna hp sya problem uninstal apk jobstreet stelah instal ulang pas bgian daftar login loading,negatif,negatif,negatif,negatif,negatif
Cocok buat cari kerja,cocok cari kerja,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
ADMIN DKV 3 RAYA ALFI,admin dkv 3 raya alf,negatif,negatif,positif,negatif,positif
"Lowongan kerjanya lengkap dan No Tipu tipu (Surabaya, East Java) Terimakasih Jobstreet",lowong kerja lengkap no tipu tipu surabaya east java terimakasih jobstreet,positif,positif,negatif,positif,negatif
Mantap,mantap,positif,positif,positif,positif,positif
Kenapa ya kok Sy punya email tiba2 tdk trima lagi info dari jobstreet?,ya sy email tiba2 tdk trima info jobstreet,positif,negatif,negatif,negatif,negatif
Aplikasi tolol banyak penipuan nya,aplikasi tolol tipu nya,negatif,negatif,negatif,negatif,negatif
banyak loker bodong Interview di ruko,loker bodong interview ruko,negatif,negatif,negatif,negatif,negatif
Kbnykan lowongan untuk staf keatas. Lowongan driver khusunya dumptruk ga ada diwilayah Sulawesi Tenggara dan tengah,kbnykan lowong staf atas lowong driver khusunya dumptruk ga wilayah sulawesi tenggara,negatif,negatif,positif,negatif,positif
"Sangat membantu, dalam pencarian pekerjaan dan menambah wawasan",bantu cari kerja tambah wawas,positif,positif,positif,positif,positif
"Tidak bisa dibuka, Apakah sedang ad perawatan sistem",buka ad awat sistem,positif,negatif,negatif,positif,negatif
"Versi lama sama versi sekarang jauh lebih bagus versi yang lama, yg sekarang sering error belum lagi gabisa lihat jumlah pelamar, update perkembangan lamaran juga kadang ada kadang enggak tapi lebih sering gaada sampe lamaran expired, banyak perusahaan bodong dan bener kata mas yg dibawah kok saya jg jadi sering di telp sama penipu sampe harus ganti no telp, lamaran sering tdk ada perkembangan, berharap di platform ini hanya membuang waktu sepertinya saya berencana untuk pindah ke platform lain.",versi versi bagus versi yg error gabisa lihat lamar update kembang lamar kadang kadang gaada sampe lamar expired usaha bodong bener mas yg bawah jg telp tipu sampe ganti no telp lamar tdk kembang harap platform buang rencana pindah platform,negatif,negatif,negatif,negatif,negatif
"Sebetulnya sangat bagus aplikasi ini ,tapi sangat disayangkan banyak dimanfaatkan oleh perusahaan bodong yg minta bayaran pada pelamar dgn dalih yg macam².......",bagus aplikasi sayang manfaat usaha bodong yg bayar lamar dgn dalih yg,negatif,positif,positif,negatif,positif
30% usaha 70% relasi,30 usaha 70 relasi,negatif,negatif,positif,negatif,positif
Semoga lebih updateinfo,moga updateinfo,positif,positif,positif,positif,positif
"Selama bertahun2 pake aplikasi ini, tdk ada satupun saya ketrima diperusahaan lewat aplikasi ini....",bertahun2 pake aplikasi tdk satu ketrima usaha aplikasi,negatif,negatif,negatif,negatif,negatif
"Belum pernah ada perkembangan melamar pekerjaan melalui aplikasi ini. Sudah berkali-kali apply dan berbulan bulan menunggu tidak pernah ada perubahan status lamaran yang dikirim, Apakah lamaran kerja ditolak atau bagaimana. Tim IT / Tim pengembang Tolong untuk status lamaran kerja di update (diberikan kejelasan) kepada pengguna aplikasi ini.",kembang lamar kerja aplikasi berkalikali apply bulan tunggu ubah status lamar kirim lamar kerja tolak tim it tim kembang tolong status lamar kerja update jelas guna aplikasi,positif,negatif,negatif,positif,negatif
"Kasih waktu untuk perekrut agar resume/cv/lamaran kerja kami setidaknya di liat dan dibaca, biar ada keseriusan dalam merekrut pekerja, karna kasian ke pelamar, siang malam kami liat lamaran kerja kami, sudah di baca atau belum oleh perekrut, ini akan meningkatkan pelayanan jobstreet jadi tolong kasih waktu hari untuk membaca cv/resume/lamaran kerja kami, jika ada pelamar yang melamar ke perekrut, untuk lebih di percepat dan keseriusan nya dalam merekrut, krna ad yg smpai 7 hari blm d baca.",kasih rekrut resumecvlamaran kerja liat baca biar serius rekrut kerja karna kasi lamar siang malam liat lamar kerja baca rekrut tingkat layan jobstreet tolong kasih baca cvresumelamaran kerja lamar lamar rekrut cepat serius nya rekrut krna ad yg smpai 7 blm d baca,positif,positif,negatif,positif,negatif
Tidak ada chat dari pihak hrd,chat hrd,negatif,negatif,positif,negatif,positif
"Aneh bet nih aplikasi ada pencarian berdasarkan kota tapi tetep ajah di luar kota tersebut bisa tetep tampil selama 1 provinsi sama kota itu juga. Misal saya cari kota sukabumi tetep yang muncul depok, bekasi, bandung padahal dah di pencarian saya ingin carinya di lokasi sukabumi.",aneh bet nih aplikasi cari dasar kota tetep ajah kota tetep tampil 1 provinsi kota cari kota sukabumi tetep muncul depok bekas bandung dah cari cari lokasi sukabumi,negatif,negatif,negatif,negatif,negatif
"Aplikasi jobstret Saya udah 3 bulan kirim lamaran satu pun blm Ada yg nyakut d perusahan yg lain Malah d Bilang Ada kesalahan d file y, Pada hal sesuai yg d ingin dari jobstret y, Ada yg sekali d Terima Malah penipuan d perusahan yg ngk jelas. Malah yg Ada ngabisin kouata internet aja,mencari kerja susah banget sie.",aplikasi jobstret udah 3 kirim lamar blm yg nyakut d usah yg d bilang salah d file y sesuai yg d jobstret y yg d terima tipu d usah yg ngk yg ngabisin kouata internet ajamencari kerja susah banget sie,negatif,negatif,negatif,negatif,negatif
Saya pernah tebantu.. terimakasih,tebantu terimakasih,positif,positif,positif,positif,positif
Formalitas udah banyak perusahaan yang saya lamar namun tidak pernah ada satupun jawaban .. disini cuman liat nama nama perusahaan saja plusnya,formalitas udah usaha lamar satu cuman liat nama nama usaha plus,negatif,negatif,negatif,negatif,negatif
Sistemnya dan tampilannya sudah bagus dan lengkap. Mudah dipahami dan mempermudah pihak pencari kerja dan juga pihak pemberi kerja.,sistem tampil bagus lengkap mudah paham mudah cari kerja beri kerja,positif,positif,positif,positif,positif
terima kasih jobstreet sudah banyak membantu saya,terima kasih jobstreet bantu,positif,positif,positif,positif,positif
Pekerja pabrik,kerja pabrik,positif,positif,positif,positif,positif
App nya bagus sih.sangat membantu.tapi kebanyakan yg dicantumkan oleh pemberi pekerjaan selalu umur yg diutamakan.bukannya pengalaman yg dicari.indoneaia miris,app nya bagus sihsangat membantutapi banyak yg cantum beri kerja umur yg diutamakanbukannya alam yg dicariindoneaia miris,positif,positif,positif,positif,positif
Mantul,mantul,positif,positif,positif,positif,positif
Gak bisa buka. Parah parah,gak buka parah parah,negatif,negatif,negatif,negatif,negatif
"Lebih diperketat lagi buat pengiklan lokernya. Penipu Loker Masih Ada yang lolos.sudah 6 Kali dapet Loker penipuan.buang"" ijin kita mau interview. Buang"" biaya kita mau interview.dah gitu aja",ketat iklan lokernya tipu loker lolossudah 6 kali dapet loker penipuanbuang ijin interview buang biaya interviewdah gitu aja,negatif,negatif,negatif,negatif,negatif
Kebanyakan loker palsu,banyak loker palsu,negatif,negatif,negatif,negatif,negatif
"Saya tidak lagi percaya jobstreet,banyak penipuan kerja dan salah satunya saya tertipu",percaya jobstreetbanyak tipu kerja salah satu tipu,negatif,negatif,negatif,negatif,negatif
Apakah data nomor pendaftar jobstreet bukan bagian dari privasi yang perlu dijaga kerahasiaannya? Saya sering dapat wa dari orang tak dikenal yang menawarkan pekerjaan nggak jelas. Mereka menjelaskan bahwa mendapatkan informasi nomor wa dari data base jobstreet. Tolong dijawab,data nomor daftar jobstreet privasi jaga rahasia wa orang kenal tawar kerja nggak informasi nomor wa data base jobstreet tolong,negatif,negatif,negatif,negatif,negatif
Mohon dibantu tidak bisa upload resume. File sudah sesuai dengan ketentuan format pdf ukuran 1.78mb. Aplikasi sudah saya update. Ponsel sudah saya restart.,mohon bantu upload resume file sesuai tentu format pdf ukur 178mb aplikasi update ponsel restart,positif,positif,negatif,positif,negatif
"Lowongan sih banyak ya.. tapi gak ada yg nyantol dari sini.. ya gimana mau nyantol.. dilihat saja tidak.. dan ngeselinnya, jadi dpt buanyak email undangan interview tipuan dengan alamat Jl. Industri Raya No. 9-10 Gunung Sahari",lowong sih ya gak yg nyantol ya gimana nyantol ngeselinnya dpt buanyak email undang interview tipu alamat jl industri raya no 910 gunung sahari,positif,negatif,negatif,positif,negatif
Apakah ada loker di atas 30th,loker 30th,positif,positif,positif,positif,negatif
Knapa ya info lowongan yg di lamar banyak yg kadaluarsa hampir semua loh🤦‍♂️,knapa ya info lowong yg lamar yg kadaluarsa loh,negatif,negatif,negatif,negatif,negatif
cukup banyak info lowongan kerja yang diberikan dan mudah dalam fitur melamar cepat nya,info lowong kerja mudah fitur lamar cepat nya,positif,positif,positif,positif,positif
"Info lowongan kebanyakan nipu,mereka pake perusahaan besar berkedok nipu rata-rata di ruko semua hati hati",info lowong banyak nipumereka pake usaha kedok nipu ratarata ruko hati hati,negatif,negatif,negatif,negatif,negatif
Bagus aplikasinya sangat berguna untuk mencari pekerjaan,bagus aplikasi guna cari kerja,positif,positif,positif,positif,positif
"Banyak lowongan kerja scam, be carefull gaes!! Dan juga banyak kantor yg cuma jadiin jobstreet buat brand awareness doang. Saran pakai platform lain aja",lowong kerja scam be carefull gaes kantor yg jadiin jobstreet brand awareness doang saran pakai platform aja,negatif,negatif,negatif,negatif,negatif
mengikuti program AI,ikut program ai,positif,positif,positif,positif,positif
Sangat membantu untuk mencari pekerjaan,bantu cari kerja,positif,positif,positif,positif,positif
Saya kasih bintang 5 tapi berkas lamaran belum ada yang di panggil juga,kasih bintang 5 berkas lamar panggil,positif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
